"","V8","purecontrol_TEMP","purecontrol","relid","success","follow_lfc","fav_plyr","fav_plyr_TEXT","perform18","year_born_1","gender","educ","city_uk_1","pid","shaqiri_11","Milner_1","Klopp_1","tr_intro","tr_failure","tr_success","tr_character","tr_relid","world_cup","improve_lfc_1","improve_lfc_2","improve_lfc_3","improve_lfc_6","improve_lfc_7","improve_lfc_7_TEXT","salah_perform_12","win_lfc","karius","muslims_common","islam_compatible","imm_impact","Q50","brexit","Q48","end","NA.","ID"
"7520","2019-01-11 12:26:17",5,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1962,"Woman","Secondary school","Plymouth","Conservative",8,7,10,1,1,NA,1,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,10068
"7521","2019-01-11 12:27:27",6,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1991,"Man","Some university","Salisbury","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,11453
"7522","2019-01-18 12:26:11",1,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1978,"Woman","Vocational training","Carlisle","Conservative",7,8,10,1,NA,1,1,NA,"Too few","0","Defense","0","0","0","",8,"Very likely","Strongly agree","Nothing in common","Neither","Somewhat negative","Don’t know","Soft Brexit would be best","White or White British",1,NA,3966
"7523","2019-01-18 12:23:58",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1940,"Woman","Secondary school","Liverpool","Labour",10,10,10,1,1,NA,1,NA,"Too many","0","0","0","Keeping a lead","0","",10,"Very likely","Strongly agree","Nothing in common","Neither","Negative","Neither","Hard Brexit would be best","White or White British",1,NA,10180
"7524","2019-01-18 12:28:55",4,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1971,"Man","Secondary school","Chester","None of the above",8,9,9,1,1,NA,1,NA,"The right amount","0","0","0","0","Other","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","Don’t know","Negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",1,NA,9475
"7525","2019-01-11 12:35:17",6,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1978,"Man","University degree","Manchester","Labour",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,4799
"7526","2019-01-18 12:32:27",0,1,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1970,"Man","University degree","Leeds","Conservative",8,8,10,NA,NA,NA,NA,NA,"The right amount","0","Defense","0","0","0","",9,"Very likely","Somewhat agree","A little in common","Don’t know","Somewhat positive","Don’t know","No Brexit would be best","White or White British",1,NA,1739
"7527","2019-01-11 12:32:40",7,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1951,"Woman","Secondary school","Liverpool","Labour",9,10,10,1,NA,1,1,NA,"Too few","0","Defense","0","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Somewhat negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",NA,NA,3229
"7528","2019-01-18 12:36:43",7,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1980,"Man","Vocational training","Oxford","Conservative",8,8,10,1,NA,1,NA,1,"The right amount","0","0","0","0","Other","A great back up Keeper to Alison",10,"Somewhat likely","Somewhat disagree","A little in common","Neither","Neither positive nor negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","No Brexit would be best","White or White British",1,NA,9385
"7529","2019-01-11 12:46:08",7,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1975,"Man","Vocational training","Liverpool","Labour",8,8,10,1,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,2342
"7530","2019-01-11 12:41:12",4,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1967,"Man","Secondary school","Lancaster","Labour",8,10,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","Neither","Negative","Neither","","",NA,NA,9122
"7531","2019-01-11 12:08:32",7,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1963,"Man","Vocational training","Liverpool","Labour",8,9,10,1,1,NA,NA,1,"Too few","Offense","0","0","0","0","",9,"Somewhat likely","Strongly agree","","","","","","",NA,NA,4169
"7532","2019-01-11 12:47:37",5,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1963,"Man","Some university","London","UK Independence Party (UKIP)",8,9,10,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",8,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",NA,NA,1428
"7533","2019-01-11 12:50:17",7,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Other (insert name)","Alison ","Very satisfied",1968,"Man","Secondary school","Salford","None of the above",5,5,8,1,1,NA,NA,1,"Too many","0","0","0","Keeping a lead","0","",6,"Somewhat likely","Somewhat agree","Nothing in common","","","","","",NA,NA,489
"7534","2019-01-18 12:50:31",5,0,1,1,"Not at all (never watch matches or read news)","Other (insert name)","Mo diver","Not satisfied",1970,"Man","University degree","Liverpool","Other",3,-99,2,1,NA,1,NA,1,"Too many","-99","-99","-99","-99","-99","",-99,"Very unlikely","Strongly disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",1,NA,10404
"7535","2019-01-11 12:53:55",1,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1976,"Woman","Vocational training","Liverpool","Labour",6,7,8,1,NA,1,NA,1,"-99","-99","-99","-99","-99","-99","",-99,"-99","","","","","","","",NA,NA,341
"7536","2019-01-11 12:47:50",7,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1969,"Man","Secondary school","Exeter","Other",8,8,9,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",10,"Somewhat likely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",NA,NA,3417
"7537","2019-01-11 12:49:55",6,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1961,"Man","Secondary school","Manchester","UK Independence Party (UKIP)",6,6,8,1,1,NA,1,NA,"The right amount","Offense","0","0","0","0","",7,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",NA,NA,2385
"7538","2019-01-11 12:59:30",5,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1968,"Man","Vocational training","Sheffield","Liberal Democrat",7,8,9,1,NA,1,1,NA,"The right amount","Offense","Defense","0","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Positive","Don’t know","No Brexit would be best","Mixed or Multiple Ethnicities",NA,NA,7238
"7539","2019-01-18 13:00:11",5,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1967,"Man","Vocational training","Southampton","Labour",8,5,10,1,1,NA,NA,1,"Too few","0","0","0","Keeping a lead","0","",-99,"Somewhat likely","Somewhat disagree","A little in common","Don’t know","Neither positive nor negative","Neither","Hard Brexit would be best","White or White British",1,NA,10862
"7540","2019-01-11 13:06:31",5,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Somewhat satisfied",1963,"Man","University degree","Lancaster","Conservative",8,5,7,1,1,NA,1,NA,"The right amount","0","Defense","Midfield","Keeping a lead","0","",7,"Somewhat unlikely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","","","","",NA,NA,8844
"7541","2019-01-11 13:10:44",3,0,0,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Robertson ","Somewhat satisfied",1961,"Man","Vocational training","Preston","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,5907
"7542","2019-01-18 13:04:35",6,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Somewhat satisfied",1963,"Man","Some university","Birmingham","Conservative",5,7,7,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",8,"Very likely","Neither agree nor disagree","A little in common","Don’t know","Somewhat negative","Don’t know","Hard Brexit would be best","White or White British",1,NA,9576
"7543","2019-01-11 13:09:48",7,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1978,"Woman","University degree","Wolverhampton","None of the above",9,8,10,1,1,NA,NA,1,"Too few","0","0","Midfield","0","0","",9,"Very likely","Strongly disagree","A little in common","Neither","Somewhat negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",NA,NA,5937
"7544","2019-01-11 13:12:10",5,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Somewhat satisfied",1967,"Man","Secondary school","Oxford","Conservative",7,8,8,1,1,NA,NA,1,"The right amount","Offense","Defense","0","0","0","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","Don’t know","Somewhat negative","","","",NA,NA,2540
"7545","2019-01-11 12:54:17",7,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1951,"Man","University degree","Canterbury","Conservative",7,7,9,1,1,NA,1,NA,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",NA,NA,7830
"7546","2019-01-11 13:09:46",3,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1963,"Man","Secondary school","Liverpool","UK Independence Party (UKIP)",10,10,10,1,1,NA,1,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Very likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",NA,NA,10512
"7547","2019-01-11 13:14:46",1,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1951,"Woman","University degree","Norwich","Labour",8,8,10,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Neither agree nor disagree","A lot in common","There is a fundamental clash between Islam and the values of British society","Very positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","Other",NA,NA,8342
"7548","2019-01-11 13:17:33",7,0,0,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Alison becker","Very satisfied",1972,"Man","Secondary school","Norwich","None of the above",7,7,9,1,NA,1,1,NA,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat disagree","A little in common","Don’t know","Somewhat negative","","","",NA,NA,8757
"7549","2019-01-11 13:23:43",1,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1967,"Man","Secondary school","Derby","Labour",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,5721
